name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,imputed_reach,gender
Dominick Reyes,12.0,4.0,193.04,92.99,195.58,Southpaw,34.0,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4,195.58,male
Silvana Gomez Juarez,11.0,5.0,160.02,52.16,165.1,Orthodox,39.0,4.26,0.32,4.04,0.61,0.0,0.0,0.3,0.0,165.1,female
Michael Trizano,11.0,3.0,180.34,65.77,180.34,Orthodox,32.0,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,180.34,male
Julio Arce,18.0,6.0,170.18,65.77,177.8,Southpaw,34.0,4.38,0.36,3.1,0.68,0.49,0.3,0.95,0.4,177.8,male
Nicolae Negumereanu,13.0,2.0,182.88,92.99,198.12,Orthodox,29.0,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,198.12,male
Darrick Minner,26.0,14.0,170.18,65.77,175.26,Orthodox,33.0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,175.26,male
Shanna Young,9.0,6.0,170.18,56.7,165.1,Orthodox,33.0,3.18,0.47,4.88,0.43,0.0,0.0,0.53,0.6,165.1,female
Benito Lopez,10.0,2.0,177.8,61.23,185.42,Switch,29.0,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3,185.42,male
Liudvik Sholinian,9.0,4.0,177.8,61.23,180.34,Orthodox,34.0,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,180.34,female
Carlos Candelario,8.0,3.0,172.72,56.7,172.72,Southpaw,32.0,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3,172.72,male
Ramona Pascual,6.0,5.0,170.18,61.23,167.64,Southpaw,35.0,3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0,167.64,female
Calvin Kattar,23.0,7.0,180.34,65.77,182.88,Orthodox,36.0,5.12,0.39,7.1,0.54,0.42,0.29,0.91,0.1,182.88,male
Jared Vanderaa,12.0,10.0,193.04,120.2,203.2,Orthodox,31.0,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,203.2,male
Tresean Gore,5.0,2.0,182.88,83.91,190.5,Switch,29.0,3.04,0.53,6.13,0.47,3.04,0.71,0.81,1.2,190.5,female
Carlos Mota,8.0,2.0,162.56,56.7,175.26,Orthodox,28.0,0.8,0.41,1.13,0.54,0.0,0.0,0.5,1.0,175.26,male
Joshua Weems,11.0,3.0,172.72,61.23,175.26,Orthodox,29.0,5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0,175.26,male
TJ Dillashaw,18.0,5.0,167.64,61.23,170.18,Orthodox,38.0,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8,170.18,female
Gadzhi Omargadzhiev,13.0,2.0,185.42,77.11,180.34,Switch,31.0,1.8,0.39,2.2,0.39,1.35,0.3,0.6,0.5,180.34,female
Misha Cirkunov,15.0,9.0,190.5,92.99,195.58,Orthodox,37.0,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,195.58,male
Brandon Davis,14.0,10.0,177.8,61.23,182.88,Orthodox,33.0,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,182.88,male
Nick Maximov,8.0,2.0,182.88,83.91,193.04,Southpaw,26.0,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2,193.04,male
Mike Jackson,1.0,2.0,187.96,77.11,187.96,Orthodox,39.0,4.49,0.57,3.73,0.62,0.71,0.33,0.88,0.0,187.96,male
Francisco Trinaldo,28.0,9.0,175.26,77.11,177.8,Southpaw,45.0,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,177.8,male
Aleksei Oleinik,60.0,17.0,187.96,108.86,203.2,Orthodox,46.0,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,203.2,male
Jesse Ronson,21.0,12.0,177.8,70.31,177.8,Southpaw,38.0,3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5,177.8,male
Krzysztof Jotko,24.0,6.0,185.42,83.91,195.58,Southpaw,34.0,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,195.58,male
Randy Costa,6.0,4.0,175.26,61.23,185.42,Switch,29.0,6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0,185.42,male
Alen Amedovski,8.0,4.0,177.8,83.91,187.96,Orthodox,35.0,0.99,0.3,3.85,0.46,0.0,0.0,0.0,0.0,187.96,male
Louis Cosce,7.0,2.0,175.26,77.11,180.34,Orthodox,28.0,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,180.34,male
Mariya Agapova,10.0,4.0,167.64,56.7,172.72,Southpaw,26.0,4.67,0.55,3.82,0.52,0.59,0.66,0.47,0.9,172.72,female
Cameron VanCamp,15.0,7.0,187.96,70.31,187.96,Switch,30.0,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0,187.96,male
Nate Diaz,22.0,13.0,182.88,77.11,193.04,Southpaw,38.0,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,193.04,female
Li Jingliang,19.0,8.0,182.88,77.11,180.34,Orthodox,36.0,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0,180.34,andy
Chris Barnett,23.0,8.0,175.26,120.2,190.5,Orthodox,37.0,4.41,0.48,5.87,0.4,0.0,0.0,0.33,0.0,190.5,male
Danyelle Wolf,1.0,1.0,180.34,65.77,177.8,Orthodox,40.0,2.37,0.25,4.57,0.47,0.0,0.0,0.77,0.5,177.8,female
Melissa Martinez,7.0,1.0,157.48,52.16,167.64,Southpaw,26.0,3.0,0.57,2.53,0.45,1.0,0.5,0.0,0.0,167.64,female
Darian Weeks,5.0,3.0,180.34,77.11,182.88,Orthodox,30.0,4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0,182.88,male
Alessio Di Chirico,13.0,7.0,182.88,83.91,187.96,Orthodox,34.0,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0,187.96,male
Michal Figlak,8.0,1.0,177.8,70.31,177.8,Orthodox,27.0,1.87,0.29,4.0,0.44,1.0,0.2,0.57,0.0,177.8,male
Khalid Taha,13.0,5.0,165.1,61.23,175.26,Orthodox,32.0,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2,175.26,male
Luke Rockhold,16.0,6.0,190.5,83.91,195.58,Southpaw,39.0,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,195.58,male
Jose Aldo,31.0,8.0,170.18,61.23,177.8,Orthodox,37.0,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,177.8,male
Wu Yanan,13.0,6.0,172.72,61.23,167.64,Orthodox,27.0,4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2,167.64,andy
Harry Hunsucker,7.0,6.0,187.96,92.99,190.5,Orthodox,35.0,3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0,190.5,male
Leonardo Santos,18.0,7.0,182.88,70.31,190.5,Orthodox,44.0,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,190.5,male
Francisco Figueiredo,13.0,5.0,167.64,56.7,172.72,Southpaw,34.0,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,172.72,male
Dominick Cruz,24.0,4.0,172.72,61.23,172.72,Orthodox,39.0,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,172.72,male
Nina Nunes,11.0,7.0,165.1,56.7,162.56,Orthodox,38.0,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5,162.56,female
Charlie Ontiveros,11.0,9.0,187.96,70.31,187.96,Switch,32.0,1.89,0.41,5.86,0.31,0.0,0.0,0.3,0.0,187.96,male
Jason Witt,19.0,9.0,177.8,77.11,177.8,Orthodox,37.0,2.15,0.44,2.54,0.52,6.9,0.48,1.0,0.9,177.8,male
Thiago Santos,22.0,11.0,187.96,92.99,193.04,Orthodox,40.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,193.04,female
Sam Alvey,33.0,18.0,187.96,83.91,190.5,Southpaw,37.0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,190.5,male
Miranda Granger,7.0,3.0,170.18,52.16,172.72,Orthodox,31.0,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,172.72,female
Julianna Pena,12.0,5.0,167.64,61.23,175.26,Orthodox,34.0,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8,175.26,female
Alexander Gustafsson,18.0,8.0,195.58,92.99,200.66,Orthodox,37.0,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,200.66,male
Mason Jones,11.0,2.0,177.8,70.31,187.96,Orthodox,28.0,5.61,0.44,4.94,0.46,3.16,0.45,0.8,0.0,187.96,male
Damir Hadzovic,14.0,7.0,175.26,70.31,177.8,Orthodox,37.0,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,177.8,male
Charles Rosa,14.0,8.0,175.26,65.77,175.26,Switch,37.0,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,175.26,male
Claudio Silva,14.0,4.0,180.34,77.11,180.34,Southpaw,41.0,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,180.34,male
Shane Burgos,15.0,3.0,180.34,65.77,190.5,Orthodox,33.0,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,190.5,male
Herbert Burns,11.0,4.0,175.26,65.77,185.42,Orthodox,36.0,1.61,0.51,4.74,0.3,3.92,0.75,0.6,3.3,185.42,male
Dwight Grant,11.0,6.0,185.42,83.91,193.04,Switch,39.0,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0,193.04,male
Antonina Shevchenko,10.0,4.0,172.72,56.7,170.18,Southpaw,39.0,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,170.18,female
Cortney Casey,10.0,10.0,170.18,56.7,170.18,Orthodox,36.0,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,170.18,female
Karl Roberson,9.0,6.0,185.42,92.99,187.96,Southpaw,33.0,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,187.96,male
Ronnie Lawrence,8.0,2.0,172.72,61.23,172.72,Switch,31.0,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2,172.72,male
Donald Cerrone,36.0,17.0,185.42,70.31,185.42,Orthodox,40.0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,185.42,male
Uriah Hall,18.0,11.0,182.88,83.91,200.66,Orthodox,39.0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,200.66,male
Jessica Eye,15.0,11.0,167.64,56.7,167.64,Orthodox,37.0,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,167.64,female
Alan Baudot,8.0,3.0,190.5,110.22,200.66,Orthodox,36.0,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,200.66,male
Raulian Paiva,21.0,5.0,172.72,61.23,175.26,Orthodox,28.0,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,175.26,female
Tony Kelley,8.0,3.0,175.26,61.23,177.8,Switch,37.0,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4,177.8,male
Danny Chavez,11.0,5.0,172.72,65.77,170.18,Orthodox,37.0,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0,170.18,male
Gloria de Paula,6.0,5.0,165.1,52.16,170.18,Orthodox,28.0,4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5,170.18,female
Eddie Wineland,24.0,16.0,170.18,61.23,175.26,Orthodox,39.0,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1,175.26,male
Deron Winn,7.0,3.0,167.64,83.91,177.8,Orthodox,34.0,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0,177.8,male
Joanna Jedrzejczyk,16.0,5.0,167.64,52.16,165.1,Orthodox,36.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,165.1,female
Ramazan Emeev,20.0,6.0,177.8,77.11,193.04,Southpaw,36.0,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,193.04,male
Poliana Botelho,8.0,5.0,172.72,56.7,170.18,Orthodox,35.0,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,170.18,female
Zarrukh Adashev,4.0,4.0,165.1,56.7,165.1,Southpaw,31.0,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,165.1,female
Askar Mozharov,19.0,13.0,190.5,92.99,187.96,Orthodox,29.0,0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0,187.96,male
Felice Herrig,14.0,10.0,162.56,52.16,165.1,Orthodox,39.0,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8,165.1,male
Alex Da Silva,21.0,4.0,172.72,70.31,185.42,Orthodox,28.0,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3,185.42,male
Niklas Stolze,12.0,6.0,185.42,70.31,187.96,Switch,31.0,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7,187.96,male
Jeff Molina,11.0,2.0,167.64,56.7,175.26,Orthodox,26.0,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0,175.26,male
Andreas Michailidis,13.0,6.0,182.88,77.11,193.04,Orthodox,35.0,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0,193.04,male
Felipe Colares,10.0,4.0,172.72,65.77,175.26,Orthodox,29.0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,175.26,male
Aleksandar Rakic,14.0,3.0,193.04,92.99,198.12,Orthodox,32.0,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2,198.12,male
Louis Smolka,17.0,9.0,175.26,61.23,172.72,Orthodox,32.0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,172.72,male
Frank Camacho,22.0,10.0,177.8,70.31,185.42,Orthodox,34.0,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0,185.42,male
Alan Patrick,15.0,4.0,180.34,70.31,187.96,Southpaw,40.0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,187.96,male
Ariane Carnelossi,14.0,3.0,157.48,52.16,154.94,Orthodox,31.0,3.04,0.4,4.72,0.43,1.62,0.55,0.08,0.3,154.94,female
Tristan Connelly,14.0,8.0,177.8,65.77,172.72,Orthodox,38.0,3.31,0.51,2.96,0.5,0.33,0.14,0.6,0.3,172.72,male
Gina Mazany,7.0,6.0,167.64,56.7,172.72,Southpaw,35.0,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2,172.72,female
Sergey Khandozhko,28.0,6.0,185.42,77.11,187.96,Orthodox,31.0,3.41,0.41,2.37,0.6,0.76,0.28,0.61,0.0,187.96,male
Ike Villanueva,18.0,14.0,185.42,92.99,185.42,Orthodox,39.0,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0,185.42,andy
Cameron Else,10.0,6.0,175.26,61.23,180.34,Switch,36.0,1.99,0.4,8.09,0.51,0.0,0.0,0.0,0.0,180.34,male
Dean Barry,4.0,2.0,177.8,77.11,182.88,Orthodox,31.0,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0,182.88,male
Miguel Baeza,10.0,3.0,187.96,77.11,187.96,Orthodox,31.0,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8,187.96,male
TJ Laramie,12.0,5.0,167.64,65.77,167.64,Orthodox,26.0,1.49,0.5,2.64,0.38,1.44,0.33,0.4,0.0,167.64,female
Brandon Jenkins,15.0,9.0,182.88,70.31,180.34,Switch,32.0,2.93,0.41,8.05,0.33,0.0,0.0,0.27,0.0,180.34,male
Kevin Croom,21.0,15.0,180.34,61.23,185.42,Orthodox,36.0,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5,185.42,male
Tecia Torres,13.0,6.0,154.94,52.16,152.4,Orthodox,34.0,4.74,0.48,3.59,0.61,0.66,0.14,0.61,0.1,152.4,female
Vinc Pichel,14.0,3.0,177.8,70.31,182.88,Orthodox,41.0,3.56,0.47,2.5,0.58,3.0,0.54,0.23,0.2,182.88,female
Aspen Ladd,9.0,3.0,167.64,61.23,167.64,Orthodox,29.0,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6,167.64,female
Mickey Gall,7.0,5.0,187.96,77.11,187.96,Switch,32.0,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9,187.96,male
Kay Hansen,7.0,6.0,157.48,52.16,160.02,Orthodox,24.0,3.01,0.5,3.19,0.51,1.83,0.22,0.37,0.8,160.02,male
Askar Askarov,14.0,1.0,167.64,56.7,170.18,Orthodox,31.0,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,170.18,male
Sara McMann,13.0,6.0,167.64,61.23,167.64,Orthodox,43.0,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,167.64,female
Aliaskhab Khizriev,14.0,0.0,175.26,83.91,187.96,Southpaw,33.0,6.01,0.64,4.38,0.61,5.64,0.6,1.0,3.8,187.96,female
Luis Saldana,16.0,7.0,180.34,65.77,185.42,Orthodox,33.0,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,185.42,male
Bruno Souza,10.0,3.0,177.8,65.77,177.8,Orthodox,28.0,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0,177.8,male
Kazula Vargas,12.0,5.0,172.72,70.31,180.34,Southpaw,38.0,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,180.34,female
Mike Grundy,12.0,4.0,170.18,65.77,182.88,Orthodox,37.0,2.09,0.45,4.45,0.56,4.06,0.28,0.5,0.4,182.88,male
Timur Valiev,18.0,3.0,167.64,61.23,170.18,Orthodox,34.0,5.19,0.53,3.33,0.45,1.73,0.4,0.55,0.3,170.18,male
Marlon Moraes,23.0,10.0,167.64,61.23,170.18,Orthodox,35.0,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3,170.18,male
Sabina Mazo,9.0,4.0,170.18,56.7,177.8,Orthodox,27.0,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2,177.8,female
Kris Moutinho,9.0,6.0,170.18,61.23,172.72,Southpaw,31.0,4.86,0.32,15.48,0.28,0.0,0.0,0.0,0.0,172.72,male
Alex Oliveira,22.0,12.0,180.34,77.11,193.04,Orthodox,36.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,193.04,male
Greg Hardy,7.0,5.0,195.58,120.2,203.2,Orthodox,35.0,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0.0,203.2,male
Devonte Smith,11.0,4.0,175.26,70.31,193.04,Orthodox,30.0,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3,193.04,male
Rongzhu,25.0,5.0,175.26,70.31,182.88,Orthodox,24.0,5.47,0.5,5.6,0.45,2.09,0.62,0.85,0.2,182.88,female
Alejandro Perez,23.0,9.0,167.64,61.23,170.18,Orthodox,34.0,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,170.18,male
Ramiz Brahimaj,10.0,4.0,177.8,77.11,182.88,Orthodox,31.0,2.47,0.41,4.08,0.5,1.9,0.66,0.58,2.4,182.88,male
Micheal Gillmore,6.0,5.0,180.34,77.11,182.88,Orthodox,37.0,2.04,0.57,3.02,0.43,0.0,0.0,0.5,0.0,182.88,male
Chas Skelly,19.0,3.0,180.34,65.77,182.88,Orthodox,38.0,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,182.88,male
Mark Striegl,18.0,4.0,172.72,65.77,177.8,Southpaw,35.0,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0,177.8,male
Jesse Strader,5.0,3.0,170.18,61.23,177.8,Orthodox,32.0,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0,177.8,male
Roxanne Modafferi,25.0,21.0,170.18,56.7,175.26,Orthodox,41.0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,175.26,female
Fabio Cherant,7.0,4.0,185.42,92.99,187.96,Southpaw,29.0,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0,187.96,male
Alexis Davis,21.0,11.0,167.64,61.23,172.72,Orthodox,39.0,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,172.72,male
Danilo Marques,11.0,4.0,198.12,92.99,195.58,Orthodox,38.0,1.44,0.79,2.52,0.52,3.93,0.28,0.0,0.8,195.58,male
Francis Ngannou,17.0,3.0,193.04,113.4,210.82,Orthodox,37.0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3,210.82,male
Rogerio Bontorin,16.0,4.0,165.1,56.7,170.18,Orthodox,31.0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0,170.18,male
Dakota Bush,8.0,4.0,177.8,70.31,185.42,Orthodox,29.0,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0,185.42,male
Sijara Eubanks,8.0,7.0,162.56,56.7,170.18,Orthodox,38.0,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3,170.18,female
Andre Ewell,17.0,9.0,172.72,65.77,190.5,Southpaw,36.0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,190.5,male
Matt Sayles,8.0,4.0,170.18,70.31,172.72,Orthodox,30.0,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7,172.72,male
Ryan Hall,9.0,2.0,177.8,65.77,177.8,Southpaw,39.0,2.38,0.5,1.33,0.65,0.22,0.09,0.0,2.2,177.8,male
Maki Pitolo,13.0,9.0,177.8,83.91,190.5,Orthodox,33.0,4.1,0.44,3.93,0.55,2.24,0.52,0.5,0.8,190.5,female
Mallory Martin,7.0,5.0,162.56,52.16,160.02,Orthodox,30.0,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3,160.02,female
Chris Gruetzemacher,15.0,5.0,172.72,70.31,172.72,Orthodox,37.0,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,172.72,male
Sean Soriano,14.0,8.0,175.26,65.77,177.8,Orthodox,34.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0,177.8,male
Ben Rothwell,39.0,14.0,193.04,120.2,198.12,Orthodox,42.0,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,198.12,male
Felicia Spencer,9.0,3.0,167.64,65.77,172.72,Orthodox,33.0,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2,172.72,female
Leah Letson,5.0,3.0,170.18,65.77,180.34,Southpaw,31.0,3.06,0.41,3.84,0.52,0.51,0.5,0.76,0.0,180.34,female
Collin Anglin,8.0,3.0,175.26,65.77,180.34,Orthodox,31.0,4.59,0.48,5.54,0.51,2.28,0.66,1.0,0.0,180.34,male
Liana Jojua,8.0,5.0,162.56,56.7,157.48,Orthodox,29.0,2.42,0.3,5.32,0.54,1.71,0.66,0.5,1.3,157.48,female
Al Iaquinta,14.0,7.0,177.8,70.31,177.8,Orthodox,36.0,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2,177.8,male
Jordan Williams,9.0,6.0,185.42,83.91,190.5,Southpaw,33.0,5.83,0.5,5.46,0.35,1.11,0.5,0.85,0.0,190.5,male
Gian Villante,17.0,14.0,190.5,104.33,193.04,Orthodox,38.0,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,193.04,male
John Allan,13.0,7.0,185.42,92.99,190.5,Orthodox,31.0,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,190.5,male
Shamil Gamzatov,14.0,1.0,187.96,92.99,193.04,Orthodox,33.0,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,193.04,male
Hu Yaozong,3.0,3.0,190.5,83.91,182.88,Orthodox,28.0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,182.88,andy
Laureano Staropoli,9.0,5.0,185.42,83.91,180.34,Orthodox,31.0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,180.34,male
Khama Worthy,16.0,9.0,180.34,70.31,187.96,Orthodox,37.0,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7,187.96,female
Livinha Souza,14.0,4.0,160.02,52.16,160.02,Orthodox,33.0,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4,160.02,female
Randa Markos,11.0,12.0,162.56,52.16,160.02,Orthodox,38.0,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,160.02,female
Zviad Lazishvili,13.0,1.0,167.64,61.23,175.26,Orthodox,32.0,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0,175.26,male
Carlos Felipe,11.0,2.0,182.88,111.13,190.5,Orthodox,29.0,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,190.5,male
Andrew Sanchez,13.0,7.0,185.42,83.91,187.96,Orthodox,35.0,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,187.96,male
Bethe Correia,11.0,6.0,165.1,61.23,162.56,Orthodox,40.0,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,162.56,female
Gaetano Pirrello,15.0,7.0,170.18,61.23,165.1,Orthodox,31.0,0.99,0.55,2.44,0.42,0.0,0.0,0.3,0.0,165.1,male
Johnny Eduardo,28.0,13.0,170.18,61.23,180.34,Orthodox,45.0,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4,180.34,male
Nick Diaz,26.0,10.0,185.42,77.11,193.04,Southpaw,40.0,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,193.04,male
Martin Sano,4.0,3.0,180.34,77.11,190.5,Orthodox,32.0,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0,190.5,male
Antonio Arroyo,9.0,5.0,190.5,83.91,185.42,Orthodox,34.0,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,185.42,male
Mike Rodriguez,11.0,7.0,193.04,92.99,208.28,Southpaw,35.0,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,208.28,male
Sarah Alpar,9.0,6.0,162.56,61.23,160.02,Southpaw,32.0,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4,160.02,female
Impa Kasanganay,9.0,2.0,180.34,77.11,190.5,Orthodox,30.0,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2,190.5,female
Emily Whitmire,4.0,5.0,165.1,56.7,160.02,Orthodox,32.0,2.5,0.31,2.98,0.54,1.9,0.66,0.7,0.5,160.02,female
David Zawada,17.0,7.0,182.88,77.11,190.5,Orthodox,33.0,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7,190.5,male
Luigi Vendramini,9.0,3.0,172.72,70.31,185.42,Orthodox,28.0,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,185.42,male
Darren Stewart,12.0,8.0,182.88,92.99,187.96,Orthodox,33.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,187.96,male
Domingo Pilarte,8.0,3.0,182.88,61.23,185.42,Southpaw,34.0,1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8,185.42,male
Bea Malecki,4.0,1.0,175.26,61.23,187.96,Orthodox,32.0,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1,187.96,female
Sasha Palatnikov,6.0,4.0,185.42,77.11,182.88,Switch,35.0,6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0,182.88,male
Casey Kenney,16.0,4.0,170.18,61.23,172.72,Southpaw,33.0,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,172.72,andy
Drako Rodriguez,7.0,3.0,172.72,61.23,175.26,Orthodox,27.0,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7,175.26,male
Anderson Dos Santos,21.0,9.0,165.1,61.23,177.8,Orthodox,38.0,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7,177.8,male
Jamey Simmons,7.0,4.0,167.64,61.23,177.8,Orthodox,31.0,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0,177.8,male
